system_id,system_short,system,module_id,module,gene,w_g,role,confidence,w_g_source,anchor,evidence,citation,review_flag
1,oxytocin,"Oxytocin, vasopressin & CICR",1.1,"Oxytocin/vasopressin peptide biosynthesis, processing and receptors",PCSK1N,-1,antagonist,medium,literature,FALSE,proSAAS-derived peptides inhibit prohormone convertase PC1 (endogenous-inhibitor class),15935061,
1,oxytocin,"Oxytocin, vasopressin & CICR",1.1,"Oxytocin/vasopressin peptide biosynthesis, processing and receptors",SCG2,1,accessory,low,rule,FALSE,rule - vesicular loading/storage: granin forming the dense-core vesicle matrix for peptide storage and release,,low_confidence_signed
1,oxytocin,"Oxytocin, vasopressin & CICR",1.1,"Oxytocin/vasopressin peptide biosynthesis, processing and receptors",SCG5,1,accessory,medium,rule,FALSE,rule - obligate accessory: 7B2 chaperone required for proPC2 maturation; its CT peptide also inhibits PC2,,
1,oxytocin,"Oxytocin, vasopressin & CICR",1.2,CD38/cADPR-NAADP calcium mobilization for peptide release,BST1,1,driver,low,rule,FALSE,rule - synthesis enzyme: CD157 ADP-ribosyl cyclase paralog generating cADPR; consistent with curated CD38=+1,,low_confidence_signed
1,oxytocin,"Oxytocin, vasopressin & CICR",1.2,CD38/cADPR-NAADP calcium mobilization for peptide release,CD38,1,driver,high,curated,TRUE,PI curated: cADPR production; drives CICR,,
1,oxytocin,"Oxytocin, vasopressin & CICR",1.2,CD38/cADPR-NAADP calcium mobilization for peptide release,SIGMAR1,0,ambiguous,low,curated,FALSE,"PI curated ambiguous; retrieved lit supports isoform-dependent IP3R modulation of ER-to-mitochondrial Ca, not cytosolic release",22619170;26110381,
1,oxytocin,"Oxytocin, vasopressin & CICR",1.2,CD38/cADPR-NAADP calcium mobilization for peptide release,TPCN1,1,driver,low,rule,FALSE,rule - Ca-release channel: NAADP-gated endolysosomal two-pore channel; consistent with curated TPCN2=+1,,low_confidence_signed
1,oxytocin,"Oxytocin, vasopressin & CICR",1.2,CD38/cADPR-NAADP calcium mobilization for peptide release,TPCN2,1,driver,low,curated,FALSE,PI curated: two-pore channel; NAADP-gated Ca release,,low_confidence_signed
1,oxytocin,"Oxytocin, vasopressin & CICR",1.2,CD38/cADPR-NAADP calcium mobilization for peptide release,TRPM2,1,driver,medium,curated,FALSE,PI curated: ADPR-gated Ca entry sustaining loop,,
1,oxytocin,"Oxytocin, vasopressin & CICR",1.3,Gq-PLC-IP3 transduction,GNA11,1,transducer,medium,omnipath,FALSE,"OmniPath: GNA11 consensus-stimulates PLCB1 and PLCB2, the IP3-generating step downstream of OXTR/AVPR1A",Cui2007;SIGNOR;CA1;Wang;KEGG-MEDICUS (curation_effort=2),
1,oxytocin,"Oxytocin, vasopressin & CICR",1.3,Gq-PLC-IP3 transduction,GNA14,1,transducer,medium,omnipath,FALSE,OmniPath: GNA14 consensus-stimulates PLCB1,SIGNOR;Wang;KEGG-MEDICUS (curation_effort=1),
1,oxytocin,"Oxytocin, vasopressin & CICR",1.3,Gq-PLC-IP3 transduction,GNAQ,1,transducer,high,omnipath,FALSE,OmniPath: GNAQ consensus-stimulates PLCB1,HINT;Cui2007;SIGNOR;CA1;Wang;Lit-BM-17;HPRD;BioGRID;KEGG-MEDICUS (curation_effort=12),
1,oxytocin,"Oxytocin, vasopressin & CICR",1.3,Gq-PLC-IP3 transduction,ITPR1,1,driver,medium,curated,FALSE,PI curated: IP3R calcium release,,
1,oxytocin,"Oxytocin, vasopressin & CICR",1.3,Gq-PLC-IP3 transduction,ITPR2,1,driver,medium,rule,FALSE,rule - Ca-release channel: IP3R2; family consistency with curated ITPR1/ITPR3=+1,,
1,oxytocin,"Oxytocin, vasopressin & CICR",1.3,Gq-PLC-IP3 transduction,ITPR3,1,driver,medium,curated,FALSE,PI curated: IP3R calcium release,,
1,oxytocin,"Oxytocin, vasopressin & CICR",1.3,Gq-PLC-IP3 transduction,PLCB1,1,synthesis,medium,rule,FALSE,rule - rate-limiting synthesis of the effector IP3 that gates IP3R; confirmed Gq target in OmniPath,,
1,oxytocin,"Oxytocin, vasopressin & CICR",1.3,Gq-PLC-IP3 transduction,PLCB2,1,synthesis,medium,rule,FALSE,rule - synthesis of IP3; Gq-family target (GNA11 consensus-stimulates PLCB2 in OmniPath),,
1,oxytocin,"Oxytocin, vasopressin & CICR",1.3,Gq-PLC-IP3 transduction,PLCB3,1,synthesis,medium,rule,FALSE,rule - synthesis of the effector IP3 downstream of Gq,,
1,oxytocin,"Oxytocin, vasopressin & CICR",1.3,Gq-PLC-IP3 transduction,PLCB4,1,synthesis,low,rule,FALSE,rule - synthesis of IP3 downstream of Gq; no signed OmniPath edge for this paralog,,low_confidence_signed
1,oxytocin,"Oxytocin, vasopressin & CICR",1.3,Gq-PLC-IP3 transduction,PRKCA,-1,feedback,medium,omnipath,FALSE,OmniPath: PRKCA consensus-inhibits PLCB1 and PLCB3 - PKC feedback phosphorylation restrains the Gq-IP3 arm,SIGNOR;PhosphoSite_KEA;KEA;CA1;HPRD;ProtMapper;Cui2007;Wang;iPTMnet (curation_effort=11),
1,oxytocin,"Oxytocin, vasopressin & CICR",1.3,Gq-PLC-IP3 transduction,PRKCB,-1,feedback,low,rule,FALSE,"rule - negative-feedback mediator: PKC paralog of PRKCA, which consensus-inhibits PLCB1 in OmniPath",,low_confidence_signed
1,oxytocin,"Oxytocin, vasopressin & CICR",1.3,Gq-PLC-IP3 transduction,PRKCG,-1,feedback,low,rule,FALSE,rule - negative-feedback mediator: PKC paralog of PRKCA; no signed edge of its own,,low_confidence_signed
1,oxytocin,"Oxytocin, vasopressin & CICR",1.4,Ryanodine receptor CICR complex,ASPH,0,ambiguous,low,rule,FALSE,isoform-dependent: the junctin isoform restrains RYR via the CASQ-triadin complex; the hydroxylase isoform is off-axis,,
1,oxytocin,"Oxytocin, vasopressin & CICR",1.4,Ryanodine receptor CICR complex,CASQ1,-1,buffer,low,curated,FALSE,PI curated: ER Ca buffer,,low_confidence_signed
1,oxytocin,"Oxytocin, vasopressin & CICR",1.4,Ryanodine receptor CICR complex,CASQ2,-1,buffer,low,curated,FALSE,PI curated: ER Ca buffer,,low_confidence_signed
1,oxytocin,"Oxytocin, vasopressin & CICR",1.4,Ryanodine receptor CICR complex,FKBP1A,-1,brake,medium,literature,FALSE,FKBP12 stabilises the closed state of ryanodine receptors; its removal causes an intracellular Ca leak,17478757,
1,oxytocin,"Oxytocin, vasopressin & CICR",1.4,Ryanodine receptor CICR complex,FKBP1B,-1,brake,medium,literature,FALSE,FKBP12.6 stabilises RYR2 closed; cardiac overexpression halved Ca spark frequency,18378612,
1,oxytocin,"Oxytocin, vasopressin & CICR",1.4,Ryanodine receptor CICR complex,HRC,-1,buffer,low,rule,FALSE,rule - luminal Ca-binding buffer restraining RYR via triadin; same class as curated CASQ1/CASQ2=-1,,low_confidence_signed
1,oxytocin,"Oxytocin, vasopressin & CICR",1.4,Ryanodine receptor CICR complex,JPH1,0,ambiguous,low,rule,FALSE,junctional-tether scaffold; direction ambiguous as demonstrated for JPH2 (coupling gain lost yet RYR hyperactive),,
1,oxytocin,"Oxytocin, vasopressin & CICR",1.4,Ryanodine receptor CICR complex,JPH2,0,ambiguous,low,literature,FALSE,JPH2 knockdown lowers EC-coupling gain but yields hyperactive ryanodine receptors - both signs supported,21339484;22707157,
1,oxytocin,"Oxytocin, vasopressin & CICR",1.4,Ryanodine receptor CICR complex,JPH3,0,ambiguous,low,rule,FALSE,junctional-tether scaffold (neuronal); same two-sided direction as JPH2; also the HDL2 repeat locus,,
1,oxytocin,"Oxytocin, vasopressin & CICR",1.4,Ryanodine receptor CICR complex,JPH4,0,ambiguous,low,rule,FALSE,junctional-tether scaffold (neuronal); same two-sided direction as JPH2,,
1,oxytocin,"Oxytocin, vasopressin & CICR",1.4,Ryanodine receptor CICR complex,RYR1,1,driver,high,curated,FALSE,PI curated: CICR release channel,,
1,oxytocin,"Oxytocin, vasopressin & CICR",1.4,Ryanodine receptor CICR complex,RYR2,1,driver,high,curated,TRUE,PI curated: CICR release channel,,
1,oxytocin,"Oxytocin, vasopressin & CICR",1.4,Ryanodine receptor CICR complex,RYR3,1,driver,high,curated,FALSE,PI curated: CICR release channel,,
1,oxytocin,"Oxytocin, vasopressin & CICR",1.4,Ryanodine receptor CICR complex,SELENON,1,accessory,medium,literature,FALSE,Selenoprotein N is required for ryanodine receptor Ca release channel activity; associates with and modifies RYR,18713863,
1,oxytocin,"Oxytocin, vasopressin & CICR",1.4,Ryanodine receptor CICR complex,SRL,-1,buffer,low,rule,FALSE,rule - SR luminal Ca-binding buffer (sarcalumenin); same class as curated CASQ1/CASQ2=-1,,low_confidence_signed
1,oxytocin,"Oxytocin, vasopressin & CICR",1.4,Ryanodine receptor CICR complex,TRDN,0,ambiguous,low,rule,FALSE,"scaffold, two readings collide: triadin anchors CASQ inhibition of RYR yet is required for normal coupled release",,
1,oxytocin,"Oxytocin, vasopressin & CICR",1.5,Calcium clearance and store refilling,ATP2A1,-1,clearance,medium,rule,FALSE,rule - uptake pump terminating the cytosolic signal; consistent with curated ATP2A2/ATP2A3=-1,,
1,oxytocin,"Oxytocin, vasopressin & CICR",1.5,Calcium clearance and store refilling,ATP2A2,-1,brake,medium,curated,FALSE,PI curated: SERCA refills ER; terminates cytosolic signal,,
1,oxytocin,"Oxytocin, vasopressin & CICR",1.5,Calcium clearance and store refilling,ATP2A3,-1,brake,medium,curated,FALSE,PI curated: SERCA pump,,
1,oxytocin,"Oxytocin, vasopressin & CICR",1.5,Calcium clearance and store refilling,ATP2B1,-1,clearance,medium,rule,FALSE,rule - plasma-membrane clearance transporter: PMCA extrudes cytosolic Ca,,
1,oxytocin,"Oxytocin, vasopressin & CICR",1.5,Calcium clearance and store refilling,ATP2B2,-1,clearance,medium,rule,FALSE,rule - plasma-membrane clearance transporter: PMCA extrudes cytosolic Ca,,
1,oxytocin,"Oxytocin, vasopressin & CICR",1.5,Calcium clearance and store refilling,ATP2B3,-1,clearance,medium,rule,FALSE,rule - plasma-membrane clearance transporter: PMCA extrudes cytosolic Ca,,
1,oxytocin,"Oxytocin, vasopressin & CICR",1.5,Calcium clearance and store refilling,ATP2B4,-1,clearance,medium,rule,FALSE,rule - plasma-membrane clearance transporter: PMCA extrudes cytosolic Ca,,
1,oxytocin,"Oxytocin, vasopressin & CICR",1.5,Calcium clearance and store refilling,PLN,1,brake-of-brake,medium,omnipath,FALSE,"OmniPath: PLN consensus-inhibits ATP2A2; inhibiting the clearance pump prolongs the cytosolic Ca signal | role relabelled from ""antagonist"": inhibits the SERCA clearance pump, so it prolongs the cytosolic calcium transient: a brake on a brake",KEGG-MEDICUS;SIGNOR;Wang;HPRD;BioGRID;SPIKE_LC (curation_effort=7),
1,oxytocin,"Oxytocin, vasopressin & CICR",1.5,Calcium clearance and store refilling,SLC8A1,-1,clearance,medium,rule,FALSE,rule - plasma-membrane clearance transporter: NCX forward-mode Ca extrusion (reverse mode is the caveat),,
1,oxytocin,"Oxytocin, vasopressin & CICR",1.5,Calcium clearance and store refilling,SLC8A2,-1,clearance,low,rule,FALSE,rule - plasma-membrane clearance transporter: NCX2 Ca extrusion; reverse mode is the caveat,,low_confidence_signed
1,oxytocin,"Oxytocin, vasopressin & CICR",1.5,Calcium clearance and store refilling,SLC8A3,-1,clearance,low,rule,FALSE,rule - plasma-membrane clearance transporter: NCX3 Ca extrusion; reverse mode is the caveat,,low_confidence_signed
1,oxytocin,"Oxytocin, vasopressin & CICR",1.5,Calcium clearance and store refilling,SLN,1,brake-of-brake,medium,omnipath,FALSE,"OmniPath: SLN consensus-inhibits ATP2A1 and ATP2A2; inhibits the clearance pump | role relabelled from ""antagonist"": inhibits SERCA1/2, the clearance pump, so it raises CICR tone: a brake on a brake",HPRD;SIGNOR;KEGG-MEDICUS (curation_effort=3),
1,oxytocin,"Oxytocin, vasopressin & CICR",1.6,Store-operated calcium entry,ORAI1,1,driver,high,omnipath,FALSE,CRAC pore subunit; OmniPath: ORAI1 consensus-stimulates the Ca channel TRPC3,DIP;HPRD;TRIP (curation_effort=5),
1,oxytocin,"Oxytocin, vasopressin & CICR",1.6,Store-operated calcium entry,ORAI2,0,ambiguous,low,literature,FALSE,pore-forming SOCE subunit that negatively modulates SOCE activity in situ; net direction context-dependent,25748572;31166814,
1,oxytocin,"Oxytocin, vasopressin & CICR",1.6,Store-operated calcium entry,ORAI3,0,unresolved,low,unresolved,FALSE,no isoform-specific evidence retrieved on whether higher ORAI3 raises or lowers net SOCE; ORAI3-knockdown SOCE data would settle it,,unresolved_needs_evidence
1,oxytocin,"Oxytocin, vasopressin & CICR",1.6,Store-operated calcium entry,STIM1,1,driver,high,omnipath,FALSE,ER Ca sensor gating Ca entry; OmniPath: STIM1 consensus-stimulates TRPC1,HINT;IntAct;TRIP (curation_effort=24),
1,oxytocin,"Oxytocin, vasopressin & CICR",1.6,Store-operated calcium entry,STIM2,1,driver,low,rule,FALSE,"rule - ER Ca sensor gating Ca entry; STIM1 paralog, but its low-affinity basal-Ca role adds uncertainty",,low_confidence_signed
1,oxytocin,"Oxytocin, vasopressin & CICR",1.7,Voltage-gated calcium entry,CACNA1A,1,driver,medium,rule,FALSE,rule - Ca entry channel: P/Q-type pore subunit; family consistency with curated CACNA1C=+1,,
1,oxytocin,"Oxytocin, vasopressin & CICR",1.7,Voltage-gated calcium entry,CACNA1B,1,driver,medium,rule,FALSE,rule - Ca entry channel: N-type pore subunit driving dense-core vesicle peptide release,,
1,oxytocin,"Oxytocin, vasopressin & CICR",1.7,Voltage-gated calcium entry,CACNA1C,1,driver,medium,curated,FALSE,PI curated: L-type VGCC entry,,
1,oxytocin,"Oxytocin, vasopressin & CICR",1.7,Voltage-gated calcium entry,CACNA1D,1,driver,medium,rule,FALSE,rule - Ca entry channel: L-type pore subunit; family consistency with curated CACNA1C=+1,,
1,oxytocin,"Oxytocin, vasopressin & CICR",1.7,Voltage-gated calcium entry,CACNA1E,1,driver,low,rule,FALSE,rule - Ca entry channel: R-type pore subunit,,low_confidence_signed
1,oxytocin,"Oxytocin, vasopressin & CICR",1.7,Voltage-gated calcium entry,CACNA2D1,1,accessory,medium,rule,FALSE,rule - obligate accessory subunit: alpha2delta-1 raises channel trafficking and current; same sign as the channel,,
1,oxytocin,"Oxytocin, vasopressin & CICR",1.7,Voltage-gated calcium entry,CACNB2,1,accessory,medium,rule,FALSE,rule - obligate accessory subunit: beta2 raises surface expression and current; same sign as the channel,,
1,oxytocin,"Oxytocin, vasopressin & CICR",1.8,Calcium sensing and downstream decoding,CALB1,-1,buffer,medium,rule,FALSE,rule - cytosolic Ca buffer (calbindin-D28k) damping free Ca; buffer class as for curated CASQ=-1,,
1,oxytocin,"Oxytocin, vasopressin & CICR",1.8,Calcium sensing and downstream decoding,CALB2,-1,buffer,medium,rule,FALSE,rule - cytosolic Ca buffer (calretinin) damping free Ca,,
1,oxytocin,"Oxytocin, vasopressin & CICR",1.8,Calcium sensing and downstream decoding,CALM1,1,transducer,low,curated,FALSE,PI curated; OmniPath agrees on RYR1: CALM1 consensus-stimulates RYR1 (it consensus-inhibits ITPR1),Cui2007;Wang;CA1;HPRD;BioGRID (curation_effort=4),low_confidence_signed
1,oxytocin,"Oxytocin, vasopressin & CICR",1.8,Calcium sensing and downstream decoding,CALM2,1,transducer,low,rule,FALSE,rule - Ca sensor/transducer; family consistency with curated CALM1/CALM3=+1,,low_confidence_signed
1,oxytocin,"Oxytocin, vasopressin & CICR",1.8,Calcium sensing and downstream decoding,CALM3,1,transducer,low,curated,FALSE,PI curated; OmniPath agrees on RYR1: CALM3 consensus-stimulates RYR1,Cui2007;HINT;CA1;Wang (curation_effort=4),low_confidence_signed
1,oxytocin,"Oxytocin, vasopressin & CICR",1.8,Calcium sensing and downstream decoding,CAMK2A,1,transducer,low,rule,FALSE,rule - Ca/CaM effector kinase decoding the Ca signal; family consistency with curated CAMK2D=+1,,low_confidence_signed
1,oxytocin,"Oxytocin, vasopressin & CICR",1.8,Calcium sensing and downstream decoding,CAMK2B,1,transducer,low,rule,FALSE,rule - Ca/CaM effector kinase; family consistency with curated CAMK2D=+1,,low_confidence_signed
1,oxytocin,"Oxytocin, vasopressin & CICR",1.8,Calcium sensing and downstream decoding,CAMK2D,1,transducer,low,curated,FALSE,PI curated: Ca effector kinase,,low_confidence_signed
1,oxytocin,"Oxytocin, vasopressin & CICR",1.8,Calcium sensing and downstream decoding,CAMK2G,1,transducer,low,rule,FALSE,rule - Ca/CaM effector kinase; family consistency with curated CAMK2D=+1,,low_confidence_signed
1,oxytocin,"Oxytocin, vasopressin & CICR",1.8,Calcium sensing and downstream decoding,CAMK4,1,transducer,low,rule,FALSE,rule - Ca/CaM effector kinase relaying Ca to CREB-dependent transcription,,low_confidence_signed
1,oxytocin,"Oxytocin, vasopressin & CICR",1.8,Calcium sensing and downstream decoding,NOS1,-1,feedback,medium,literature,FALSE,endogenous NO inhibits supraoptic magnocellular firing and AVP/OXT secretion; NOS inhibition facilitates release,10964978;15064807,
1,oxytocin,"Oxytocin, vasopressin & CICR",1.9,Dense-core vesicle release machinery,CADPS2,1,accessory,low,rule,FALSE,rule - obligate accessory for dense-core vesicle exocytosis (CAPS-family priming factor),,low_confidence_signed
1,oxytocin,"Oxytocin, vasopressin & CICR",1.9,Dense-core vesicle release machinery,CPLX2,0,ambiguous,low,rule,FALSE,two readings collide: complexin clamps spontaneous fusion yet is required for fast Ca-triggered release,,
1,oxytocin,"Oxytocin, vasopressin & CICR",1.9,Dense-core vesicle release machinery,STX1B,1,accessory,medium,rule,FALSE,rule - obligate accessory: SNARE required for vesicle fusion and peptide release,,
1,oxytocin,"Oxytocin, vasopressin & CICR",1.9,Dense-core vesicle release machinery,STXBP1,1,accessory,medium,rule,FALSE,rule - obligate accessory: Munc18-1 priming; its loss abolishes secretion,,
1,oxytocin,"Oxytocin, vasopressin & CICR",1.9,Dense-core vesicle release machinery,SYT7,1,driver,medium,rule,FALSE,rule - Ca sensor triggering dense-core vesicle exocytosis (high-affinity synaptotagmin),,
1,oxytocin,"Oxytocin, vasopressin & CICR",1.9,Dense-core vesicle release machinery,UNC13A,1,accessory,medium,rule,FALSE,rule - obligate accessory: Munc13-1 priming factor required for release,,
1,oxytocin,"Oxytocin, vasopressin & CICR",1.9,Dense-core vesicle release machinery,UNC13B,1,accessory,medium,rule,FALSE,rule - obligate accessory: Munc13-2 priming factor required for release,,
2,hpa,HPA axis & glucocorticoid signalling,2.1,Hypothalamic CRH-family/PACAP drive and PVN neuroendocrine specification,ADCYAP1,1,driver,medium,literature,FALSE,PACAP-null mice show 48% lower sustained corticosterone and no restraint-induced rise in PVN CRH mRNA,19931358;21824204,
2,hpa,HPA axis & glucocorticoid signalling,2.1,Hypothalamic CRH-family/PACAP drive and PVN neuroendocrine specification,ADCYAP1R1,1,driver,high,gtopdb,FALSE,rule - Gs/Gq-coupled receptor: PAC1 transduces the PACAP drive onto PVN CRH | confirmed by GtoPdb coupling (Gs),21824204; GtoPdb Gs,
2,hpa,HPA axis & glucocorticoid signalling,2.1,Hypothalamic CRH-family/PACAP drive and PVN neuroendocrine specification,ARNT2,0,off-axis,medium,rule,FALSE,"rule - developmental/lineage TF specifying PVN neuroendocrine identity, not a signalling-level input (PHOX2B/PAX8 class)",,
2,hpa,HPA axis & glucocorticoid signalling,2.1,Hypothalamic CRH-family/PACAP drive and PVN neuroendocrine specification,CRH,1,driver,high,curated,TRUE,PI curated: initiates cascade; OmniPath confirms CRH consensus-stimulates CRHR1,SIGNOR;Guide2Pharma;KEGG-MEDICUS;IntAct;HPRD;BioGRID;HINT (curation_effort=58),
2,hpa,HPA axis & glucocorticoid signalling,2.1,Hypothalamic CRH-family/PACAP drive and PVN neuroendocrine specification,OTP,0,off-axis,medium,rule,FALSE,rule - developmental/lineage TF specifying hypothalamic neuroendocrine neurons; effect on tone runs through cell fate,,
2,hpa,HPA axis & glucocorticoid signalling,2.1,Hypothalamic CRH-family/PACAP drive and PVN neuroendocrine specification,SIM1,0,off-axis,medium,rule,FALSE,"rule - developmental/lineage TF specifying the PVN; effect on tone runs through cell fate, not signalling level",,
2,hpa,HPA axis & glucocorticoid signalling,2.1,Hypothalamic CRH-family/PACAP drive and PVN neuroendocrine specification,UCN,1,driver,medium,curated,FALSE,PI curated: CRHR1/2 ligand sustaining response beyond CRH pulse,,
2,hpa,HPA axis & glucocorticoid signalling,2.1,Hypothalamic CRH-family/PACAP drive and PVN neuroendocrine specification,UCN2,-1,brake,medium,curated,FALSE,PI curated: CRHR2-selective; recovery phase,,
2,hpa,HPA axis & glucocorticoid signalling,2.1,Hypothalamic CRH-family/PACAP drive and PVN neuroendocrine specification,UCN3,-1,brake,medium,curated,FALSE,PI curated: most CRHR2-selective; stress offset,,
2,hpa,HPA axis & glucocorticoid signalling,2.2,CRH-family receptors,CRHR1,1,driver,high,curated,TRUE,PI curated: mediates CRH->ACTH (0 usable probes),,
2,hpa,HPA axis & glucocorticoid signalling,2.2,CRH-family receptors,CRHR2,-1,brake,medium,curated,FALSE,PI curated: stress-recovery arm opposing CRHR1 (note: the Gs-receptor rule alone would give +1),,
2,hpa,HPA axis & glucocorticoid signalling,2.3,P - pituitary corticotroph and POMC processing,LIF,1,driver,medium,literature,FALSE,LIF induces ACTH secretion in vivo and potentiates CRH induction of POMC transcription,8923879;9099700,
2,hpa,HPA axis & glucocorticoid signalling,2.3,P - pituitary corticotroph and POMC processing,PCSK1,1,driver,medium,curated,FALSE,PI curated: cleaves POMC to ACTH (rate-limiting),,
2,hpa,HPA axis & glucocorticoid signalling,2.3,P - pituitary corticotroph and POMC processing,PCSK2,-1,brake,low,curated,FALSE,PI curated: diverts POMC away from ACTH branch,,low_confidence_signed
2,hpa,HPA axis & glucocorticoid signalling,2.3,P - pituitary corticotroph and POMC processing,POMC,1,driver,high,curated,TRUE,PI curated: ACTH precursor,,
2,hpa,HPA axis & glucocorticoid signalling,2.3,P - pituitary corticotroph and POMC processing,PROP1,0,off-axis,medium,rule,FALSE,rule - developmental/lineage TF for anterior-pituitary cell fate; not a signalling-level input to axis tone,,
2,hpa,HPA axis & glucocorticoid signalling,2.3,P - pituitary corticotroph and POMC processing,TBX19,1,driver,medium,curated,FALSE,PI curated: corticotroph differentiation / POMC transcription,,
2,hpa,HPA axis & glucocorticoid signalling,2.4,A - adrenal ACTH reception,MC2R,1,driver,high,curated,TRUE,PI curated: adrenal ACTH receptor; obligatory step to cortisol,,
2,hpa,HPA axis & glucocorticoid signalling,2.4,A - adrenal ACTH reception,MRAP,1,driver,medium,curated,FALSE,PI curated: required for MC2R surface expression,,
2,hpa,HPA axis & glucocorticoid signalling,2.4,A - adrenal ACTH reception,MRAP2,0,off-axis,medium,literature,FALSE,MRAP2 facilitates MC2R surface localisation but not ACTH signalling; no directional contribution to cortisol output,32679290,
2,hpa,HPA axis & glucocorticoid signalling,2.5,Pre-receptor glucocorticoid regeneration,H6PD,1,accessory,high,literature,FALSE,H6PD supplies the NADPH driving HSD11B1 as a reductase; H6PD knockdown attenuates cortisone-to-cortisol conversion,23125313;22154985,
2,hpa,HPA axis & glucocorticoid signalling,2.5,Pre-receptor glucocorticoid regeneration,HSD11B1,1,driver,high,curated,TRUE,PI curated: regenerates active cortisol in tissue,,
2,hpa,HPA axis & glucocorticoid signalling,2.6,Corticosteroid receptors and receptor chaperone complex,BAG1,1,brake-of-brake,low,curated,FALSE,PI curated: inhibits GR; same logic as FKBP5 (feedback impairment),,low_confidence_signed
2,hpa,HPA axis & glucocorticoid signalling,2.6,Corticosteroid receptors and receptor chaperone complex,DNAJB1,-1,feedback,low,rule,FALSE,rule - chaperone enabling GR maturation hence enabling feedback; class consistency with curated HSP90AA1/STIP1/FKBP4=-1,,low_confidence_signed
2,hpa,HPA axis & glucocorticoid signalling,2.6,Corticosteroid receptors and receptor chaperone complex,FKBP4,-1,feedback-enabler,low,curated,FALSE,PI curated; OmniPath agrees on direction: FKBP4 consensus-stimulates the steroid receptor AR,NetPath;Wang;SIGNOR (curation_effort=2),low_confidence_signed
2,hpa,HPA axis & glucocorticoid signalling,2.6,Corticosteroid receptors and receptor chaperone complex,FKBP5,1,brake-of-brake,high,curated,FALSE,"PI ruling 17 Aug 2026: FKBP5 restrains GR, GR mediates the negative feedback, so restraining GR disinhibits axis drive. A brake on a brake is +1 against axis-drive tone.",HINT;SIGNOR (curation_effort=3),
2,hpa,HPA axis & glucocorticoid signalling,2.6,Corticosteroid receptors and receptor chaperone complex,HSP90AA1,-1,feedback-enabler,high,curated,FALSE,"PI ruling 17 Aug 2026: Hsp90 is required for GR ligand binding, so it enables the feedback and lowers axis drive, w_g = -1. OmniPath's HSP90AA1-inhibits-NR3C1 edge (effort 44) is a maturation step misread as inhibition; not applied.",DIP;HINT;IntAct;SIGNOR;Lit-BM-17;HPRD;BioGRID;SPIKE_LC (curation_effort=44),
2,hpa,HPA axis & glucocorticoid signalling,2.6,Corticosteroid receptors and receptor chaperone complex,HSP90AB1,-1,feedback,low,rule,FALSE,rule - GR-maturation chaperone (Hsp90beta); paralog consistency with curated HSP90AA1=-1; no GR edge of its own in OmniPath,,low_confidence_signed
